"JOLA" "WOLLOF" "MANDINKAI" "MANDINKAII" "SEREHULE" "FULAI" "MALINKE" "SERERE" "MANJAGO" "FULAII" "BAMBARA" "AKANS" "MOSSI" "YRI" "KASEM" "NAMKAM" "SEMI-BANTU" "BANTU" "LWK" "KAMBE" "CHONYI" "KAUMA" "WASAMBAA" "GIRIAMA" "WABONDEI" "MZIGUA" "MKK" "WOLAYTA" "SOMALI" "ARI" "SUDANESE" "GUMUZ" "OROMO" "AMHARA" "AFAR" "ANUAK" "TYGRAY" "MALAWI" "SEBANTU" "AMAXHOSA" "SWBANTU" "KHWE" "GUIGHANAKGAL" "KARRETJIE" "NAMA" "XUN" "KHOMANI" "JUHOAN" "FIN" "CEU" "GBR" "IBS" "TSI" "GIH" "KHV" "CDX" "CHB" "CHS" "JPT" "PELII"
"WOLLOF.main.8" 0 0 0 0 0 0 0 0 0 0 0 0.198034771876516 0.276700978236859 0.0880729098793551 0.0467194009504822 0.0472229645385116 0.068970236785121 0.0251116016729182 0.0142625237242992 0 0.00128061465020413 0.00558319730199173 0.00708644324262651 0.00396087666515509 0 0.00727740912440308 0.00953200728670816 0 0.0142133529095621 0.00947132079505218 0.0260518599949897 0.016845437681418 0 0 0 0.0672069860671172 0 0.0253151442236281 0 0.00460733195878305 0 0.00751510820856966 0.0115589025097852 0 0 0.00376146059507105 0 0.00420688148841624 0 0 0 0 0 0 0 0.00661644829024134 0 0 0.00281382934221543 0
"MANDINKAI.main.1" 0 0 0 0 0 0 0 0 0 0 0 0.280416344854137 0.369748902000278 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0111152436175826 0 0.0124553091160457 0.320681923161823 0.00246987589330336 0.00311240135682948 0 0 0 0 0 0
"MANDINKAI.main.2" 0 0 0 0 0 0 0 0 0 0 0 0.185816004261423 0.253398279717768 0.0468602318117162 0.0281619956460263 0.106022515359113 0.09403006359206 0.0275470256776962 0.015607574527212 0 0.000920310805784167 0.0051138544068904 0.012157708714486 0.00100204937285294 0 0.0133262738435373 0.010225388638327 0 0.0165720131899668 0.00755625745258804 0.0189405122117267 0.012064360985904 0 0 0 0.069263987460998 0 0.0151468444729043 0 0.0175505066493466 0 0.00906393236358377 0.00700594640827994 0 0 0.00526234798011222 0 0.00394566886083451 0 0 0 0 0 0 0 0.00480138260169393 0 0.00778889640436037 0.00484806658280896 0
"MANDINKAI.main.3" 0 0 0 0 0 0 0 0 0 0 0 0.136251547023604 0.256502682094387 0.0340281232857212 0 0.115008505476054 0.119470286090922 0.0314799865690062 0.0173142017797354 0 0.000900958623345832 0.00721307960942066 0.0284995593772553 0 0 0 0 0.00202870558183046 0.000195109655290362 0 0.0328978661010598 0.0149284472384554 0.0974965259107792 0 0.00477025742462969 0.0492322201179014 0.0120952902945712 0 0 0 0 0.00478634657193472 0 0.0010268135704238 0.00848072640937621 0 0.0020897862375027 0.00171689106372137 0 0 0 0 0 0 0.00504868621077017 0.00956198621079106 0 0.00515223753468612 0.000678343115910928 0.00114483082091383
"MANDINKAI.main.4" 0 0 0 0 0 0.0896014280419279 0 0 0 0 0 0.282136111481029 0.287439293941854 0.00752248877456699 0 0.0743075939470637 0.054822154846018 0.0143236852023255 0.00202853999345243 0 0 0 0 0 0 0.00654042781201191 0.00799460900863161 0 0.00904484474783985 0.00197998114807321 0.00485162016428255 0.00152885545152079 0 0 0 0.069870557338525 0 0.0379233174699892 0 0.00510932962805143 0 0.000712241780038743 0.00267137288296578 0 0 0.00347663785458165 0 0 0 0 0 0.0253895165183217 0 0.00520314501065311 0 0 0.000367667066079996 0 0.0051545798901964 0
"MANDINKAI.main.5" 0 0 0 0 0 0 0 0 0 0 0 0.407846690005449 0.228761483330523 0.03466134754447 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0404838568053114 0 0 0.0384549812960484 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00321430116531609 0 0 0.216625964170245 0.0161718317575158 0.0137795439251216 0 0 0 0 0 0
"MANDINKAI.main.6" 0 0 0 0 0 0 0 0 0 0 0 0.164480077407464 0.283531323290604 0.0330038996193075 0.0038810638514574 0.137671715322381 0.0963004902319799 0.026964793859654 0.0136898847859507 0 0.00105322252208241 0.00523380486412481 0.0125111659882025 0.00121599060679942 0 0.0154008306249159 0.0110282923353 0 0.0168334724264216 0.00655394683276616 0.0140335061097791 0.0117811994137421 0 0 0 0.072063256719058 0 0.0138447271088104 0 0.0182398621850082 0 0.00892568632966422 0.00437872920857618 0 0.000140508787881878 0.00530268672479469 0 0.0033100375684683 0 0 0 0 0 0 0.000411430831988726 0.00410105826939519 0 0.00863532236920091 0.00547801380422068 0
"MANDINKAI.main.7" 0 0 0 0 0 0 0 0 0 0 0 0 0.509398032496898 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0209815619897458 0 0.331399251697688 0.138221153815668 0 0 0 0 0 0 0 0
"MANDINKAI.main.8" 0 0 0 0 0 0 0 0 0 0 0 0.218418209486062 0.197602149619794 0.0744142928334136 0.0932059188227505 0.0330644089513191 0.0814604264671786 0.0274884631647558 0.0164194308358392 0 0 0.00639052441467923 0.00924452707959065 0 0 0.00502320681971609 0.0102428432212642 0 0.0130548923325437 0.0101852194678186 0.0306341793200719 0.0188929357262584 0 0 0 0.0739973803528497 0 0.0295148024842334 0 0.00756255892870946 0 0.00859857602908302 0.0123211614325805 0 0 0.005444424744144 0 0.00566975617420918 0 0 0 0 0 0 0 0.00677468402573653 0 0.000660603478368831 0.00371442378702952 0
"MANDINKAII.main.1" 0 0 0 0 0 0 0 0 0 0 0 0 0.416019371317597 0 0.0591303068919711 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.041103624508587 0.00961286077860085 0.474133836503244 0 0 0 0 0 0 0 0 0
"MANDINKAII.main.2" 0 0 0 0 0 0 0 0 0 0 0 0.213439948584882 0.218510680596745 0.109454124455573 0.0615634263443406 0.0483365401389523 0.0632166128258233 0.0262887961911668 0.0190256312180207 0 0.00322220000143054 0.00633585203366335 0.00801862516282821 0.00598410651985331 0 0.000331032892798337 0.0111166743522608 0 0.0112465804020856 0.0108222292443803 0.0266686067427871 0.0187898760892516 0 0 0 0.0594145486111022 0 0.0313963258344442 0 0.00873537216940475 0 0.0110057260573275 0.014932121378465 0 0 0.00560716015450087 0 0.00631835283130132 0 0 0 0 0 0 0 0.000218849166611041 0 0 0 0
"MANDINKAII.main.3" 0 0 0 0 0 0 0 0 0 0 0 0.203821807206353 0.274264735028318 0.0347257910584165 0.0296474703819798 0 0.0943756317112559 0.00364658493345955 0.045760990800241 0 0 0 0 0.00249148522349822 0 0 0.0169790753445938 0 0.0255916062580876 0.0137685527161571 0.0646618201196944 0.0237619469710634 0 0 0 0.0168906961472529 0 0.0831246721582508 0 0 0 0 0.0133838884760584 0 0 0 0 0.0109705810643591 0 0 0 0.0297357316732315 0 0 0.00518954841917077 0.00720738430855791 0 0 0 0
"MANDINKAII.main.4" 0 0 0 0 0 0.0330307515905028 0 0 0 0 0 0.221264150332537 0.280788713409063 0.0703881609604156 0 0.121099702008986 0.0507674972420807 0.0276232369426256 0 0 0.00654580420256081 0.00438862695871723 0.0191755265453687 0 0 0 0 0 0.000216345056997609 0 0 0.000336253749138416 0 0.0155672152988499 0.00334481978712072 0.0537729106842245 0.0372799201926613 0 0 0.00524413522227542 0.0018336475124129 0.00405920741180627 0 0.00862322705680859 0.00143273957008169 0.00439115877802741 0.000126448447307873 0 0 0 0 0.012198961535424 0 0.00426817233745747 0.000292576350726403 0 0.00835626861836893 0 0.00310904983839754 0.000474772359055845
"MANDINKAII.main.5" 0 0 0 0 0 0 0 0 0 0 0 0.162407372040855 0.518454973522282 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0172216113294055 0.0329165947658656 0.154427603941225 0.100870664075658 0 0.0137011803247083 0 0 0 0 0 0
"MANDINKAII.main.6" 0 0 0 0 0 0 0 0 0 0 0 0.188886329603284 0.201940380102179 0.100752452171945 0.0519392868517212 0.0874192507826067 0.0683949786605228 0.0287365536501486 0.0199509842448831 0 0.00473788716114484 0.00591856091628721 0.0106644223802712 0.00862909739626173 0 0.00260163136840889 0.0143997185994229 0 0.0176760551900807 0.00971779838783091 0.0132216933721364 0.0147444769210727 0 0 0 0.0676425689632357 0 0.026855407385616 0 0.0146605692686155 0 0.0110468763697428 0.0106713005519522 0 0 0.00712001261283797 0 0.00620774917487545 0 0 0 0 0 0 0 0.00546395791291625 0 0 0 0
"MANDINKAII.main.7" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.306497006325856 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0636216582857162 0 0.629881335388428 0 0 0 0 0 0 0 0 0
"MANDINKAII.main.8" 0 0 0 0 0 0 0 0 0 0 0 0.211758435432261 0.273995005299977 0.0997629625758472 0.0140104725614742 0.0651582993108602 0.06341234015873 0.024727601653917 0.017156366570826 0 0.002671894598889 0.00587373859274614 0.00765214807881675 0.00508617419254967 0 0.00199116633199489 0.00973277343510699 0 0.0116384699304118 0.0104315989387534 0.02581479533411 0.0182720185888844 0 0 0 0.0586437137822424 0 0.02844984610473 0 0.00797469631510988 0 0.00987076146577988 0.0137873095241976 0 0 0.00471950245455084 0 0.00555233331111379 0 0 0 0 0 0 0 0.00185557545612029 0 0 0 0
"SEREHULE.main.1" 0 0 0 0 0 0 0 0 0 0 0 0 0.00532616152658568 0 0.335710143115901 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.658963695357514 0 0 0 0 0 0 0 0 0
"SEREHULE.main.2" 0 0 0 0 0 0 0 0 0 0 0 0.204627586861709 0.271936827538556 0.137504716304543 0.0757102020799547 0 0.0460539363587291 0.0192682211297656 0.0160126061291173 0 0.00597038700879327 0.00388818311063208 0.0059399761049152 0.0118178999028293 0 0 0.0128252522817185 0 0.00486042865982362 0.0122559565532209 0.030332529673846 0.0221932231565631 0 0 0 0.0535585268369967 0 0.0319192382932723 0 0.0180152356407269 0 0 0.0012271421435678 0 0 0.00154769396980486 0 0.0115772533349505 0 0 0 0 0 0 0 0.000956976925964883 0 0 0 0
"SEREHULE.main.3" 0 0 0 0 0 0.165477619617104 0 0 0 0 0 0.21232869791425 0.250455737707332 0.071273655039798 0 0 0.0126141743727599 0.00926520046956115 0.0103277808307677 0 0.000737157253017978 0 0 0.0181856955771254 0 0 0.00151643894148018 0 0 0.00822888749760058 0.00760926035506481 0.00334921495785775 0 0.00326930583995297 0 0.117820381807213 0 0.062319684120326 0 0.00903691977359742 0 0.00745755668503882 0.00553401279171059 0 0 0.00373491815330243 0 0.00619383052874507 0 0 0 0 0 0.00473081267930382 0.00466150571573409 0.00387155137135705 0 0 0 0
"SEREHULE.main.4" 0 0 0 0 0 0 0 0 0 0 0 0.208713966447076 0.290346216907589 0.0807179096592619 0.0860449218889751 0.0888236731548161 0.0845319659705925 0.0178105499565135 0.00606915977242868 0 0 0.0051213321522392 0.0169605882900885 0 0 0 0.00466987322884143 0 0.0159157503751616 0 0.00174083497221874 0.00672502390274356 0 0.010700932166321 0.00224659086654206 0 0.0262491651094812 0 0 0 0 0 0 0 0 0 0.000141615684673524 0 0.0153456041209064 0 0 0.0169349163248249 0 0.000937308561316941 0 0 0.00883319124730776 0 0.00343233745880662 0.000986571781274662
"SEREHULE.main.5" 0 0 0 0 0 0 0 0 0 0 0 0.177977088025648 0.534250109923744 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.287772802050607 0 0 0 0 0 0 0 0 0
"SEREHULE.main.6" 0 0 0 0 0 0 0 0 0 0 0 0.162863046998895 0.184564485883147 0.141510521898344 0.152097218329953 0 0.0573713899667984 0.0290137363670815 0.0282899682927191 0 0.0121327827977195 0.00210859398576704 0.0133293244361557 0.0215244938336734 0 0 0.0201378668369333 0 0.0102426260661936 0.0130043358060021 0.0286961749567448 0.016835700391917 0 0 0 0.0216216003572618 0 0.0215620085730305 0 0.0382516588225543 0 0 0.00175995061246328 0 0 0.00141217018286463 0 0.0112071029276249 0 0 0 0 0 0 0 0.0104632416761568 0 0 0 0
"SEREHULE.main.7" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.28131774495581 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.71868225504419 0 0 0 0 0 0 0 0 0
"SEREHULE.main.8" 0 0 0 0 0 0 0 0 0 0 0 0.206804320995575 0.277394615484905 0.131331892816146 0.08224653256619 0 0.0472985132620931 0.0188750348480509 0.015368453279128 0 0.00557884687795419 0.00401244550266935 0.00613874036616914 0.0109520011874514 0 0 0.0120065673609608 0 0.00541854044542192 0.0115496019597441 0.028791037438067 0.0215609539810942 0 0 0 0.0540824515249986 0 0.0320329829617005 0 0.0147062933812502 0 0 0.00108440940455773 0 0 0.00158006260595008 0 0.0100700159736671 0 0 0 0 0 0 0 0.00111568577625486 0 0 0 0
"FULAI.main.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0196769417394616 0.0377094767939561 0.0214551626569301 0 0 0.00674637668114073 0.0197779385470581 0.00324494799062742 0.0111079754403609 0 0 0 0 0 0 0 0 0.158030792932136 0 0 0 0.0236037363782071 0 0.00792703605469555 0.00381348174447579 0.0074636259659591 0 0 0.00827259382807029 0.00529263337567602 0 0.00138107021147221 0 0 0 0.57874888681105 0.0857473228487229 0 0 0 0 0 0 0
"FULAI.main.2" 0 0.49357417746001 0 0 0 0 0 0 0 0 0 0.0861815179261921 0.197636150967362 0.0556280546456331 0.00303871843493743 0.0351351932046888 0.0028687837647418 0 0 0 0 0 0 0 0 0 0.00799825762301125 0 0.0140076123921841 0.00390979089135709 0.0111954943032359 0.0045292079676581 0 0 0.00924695071944047 0.015773314080109 0.0443687004331736 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00257657293146021 0.00221308658814238 0 0.00647260623783915 0.00364580942882327 0
"FULAI.main.3" 0 0 0 0 0 0 0 0 0 0 0 0 0.348862498399576 0.201298438563119 0 0 0 0 0 0 0 0 0 0 0 0 0.0634821605853775 0 0.0347975555458384 0.0350956626805742 0 0.0206944551308265 0 0 0.101437299377228 0 0 0 0 0 0 0 0.0229560812318874 0 0 0 0 0 0 0 0 0 0.108708863784838 0 0 0.043092108268289 0 0 0.0195748764324458 0
"FULAI.main.4" 0 0 0 0 0 0 0 0 0 0 0 0.159637551466136 0.121735787658974 0 0.164308466439469 0 0.0484966830866581 0.0744556558373838 0 0 0.00418585688194622 0.00997909142466902 0 0.0112409734459159 0 0 0 0 0 0 0 0 0 0.0300433387702749 0 0.0655667282311439 0 0.016790612190507 0 0 0.0405727493018812 0.0267124692109106 0 0.00457164091709509 0 0.0121927132937527 0 0.00523446491455207 0 0 0 0.20427521692873 0 0 0 0 0 0 0 0
"FULAI.main.5" 0 0 0 0 0 0 0 0 0 0 0 0.247315531553451 0.42152271728712 0.130416674681412 0 0 0 0 0 0 0 0 0 0 0 0 0.0210685169301367 0 0.0314627230605623 0.0108062039512879 0.0364725243037703 0.0153997716751829 0 0 0.0226828753487741 0.0167953662636689 0 0 0 0 0 0 0.00477047061427837 0 0 0 0 0 0 0 0 0 0 0.00142200612793688 0.00741269825487803 0.00606256326001823 0 0.0169793691198197 0.00940998756770291 0
"FULAI.main.6" 0 0 0 0 0 0 0 0 0 0 0 0.0566499840147823 0.122473689803481 0 0.0444034412679199 0.078927589749152 0.0778859388695042 0.0301119862889261 0.0166461724070506 0 0.000459455495464439 0.00515243343512233 0.0105065252304506 0.00341073839778461 0.0135292451323769 0.00129743241221846 0 0 0 0 0 0 0 0.0927156263361656 0 0.0400406835573393 0.0620026040837518 0.021593975558548 0 0.00322319084746975 0.0021577465290429 0.00446813649187074 0 0 0.00496073627137543 0.00307486667372963 0 0.000771924775245666 0 0 0 0.266220579585013 0.0373152967862144 0 0 0 0 0 0 0
"FULAI.main.7" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.021723615496581 0.00676644372605832 0 0 0.00577835194649106 0 0.00133476442188541 0 0 0 0 0 0 0 0 0 0.137674176204324 0 0 0 0.0157508937702536 0 0.0062267805020969 0.00230116504924524 0.00698748413371586 0 0 0.00801425563018086 0.00543092190852796 0 0.0013145975131423 0 0 0 0.677712059243179 0.102984490454319 0 0 0 0 0 0 0
"FULAI.main.8" 0 0.628777787276903 0 0 0 0 0 0 0 0 0 0.0486968226394307 0.142377119489425 0.0439905925497213 0.00291322381927856 0.0177228315613139 0 0 0.00268880382350047 0 0 0 0.00565428479068404 0 0 0 0.00647288698723844 0 0.0115000056166092 0.00303417937942026 0.00773698537885639 0.0029394631179211 0 0 0.00744078914242364 0.00613631504992414 0.0503337695706242 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00186623360556358 0.00183677499163737 0 0.00493993022812587 0.00294120098139868 0
"MALINKE.main.1" 0 0 0 0 0 0 0 0 0 0 0 0 0.38629071448514 0 0.120935837210839 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.492773448304021 0 0 0 0 0 0 0 0 0
"MALINKE.main.2" 0 0 0 0 0 0 0 0 0 0 0 0.22527736552935 0.210377606092045 0.201095995501556 0.119883659314909 0 0.0097350281266637 0.0175765358455171 0.0224631470894901 0 0.00271692929875458 0.0103329521243998 0 0.00230731899119855 0 0 0.00402659181124026 0 0 0.0119870835976558 0.0399086608711688 0.023489156414538 0 0 0 0 0 0.0369009058544456 0 0.00840149726987338 0 0.0152313366994337 0.0233244812824626 0 0 0.00483252603118575 0 0.0101312222541122 0 0 0 0 0 0 0 0 0 0 0 0
"MALINKE.main.3" 0 0 0 0 0 0 0 0 0 0 0 0.213517080587788 0.246519502174166 0.127014827373598 0 0.0741394872250329 0 0.00836714810945535 0.0208737761630576 0 0 0.0136030434023035 0.0219371617510637 0 0 0.00863690978567504 0.00790435078422119 0 0 0.00762839596696753 0.0417204310072248 0.014590430103596 0 0 0 0.0572100636117467 0 0.0756604142013085 0 0.0126421692696254 0 0.0113604814936495 0.00276214909416362 0.000562002618279265 0 0 0 0.00713781868636897 0 0 0 0.0262123565907097 0 0 0 0 0 0 0 0
"MALINKE.main.4" 0 0 0 0 0 0 0 0 0 0 0 0.266046476147024 0.286091509334108 0.110625400359369 0 0.128670865014631 0.0840096646020082 0.0112334859767973 0.00229475994612019 0 0.00447786883000794 0 0 0.00358858845164753 0 0 0.000797650389253631 0 0.00773128805050106 0 0 0.000411496459813042 0.00911166005114337 0.00587839791777943 0.00167643139091128 0.016495216120807 0.0266761958375351 0 0 0 0.0031136419536262 0 0 0 0.000701580277486635 0.000841304791373275 0.00177325748963753 0 0.00271932679903241 0 0 0.00798460496646042 0 0.00311873956466117 0.00309230854758101 0.00110649383523817 0 0.00650534485122611 0.0027537583649943 0.000472683679226621
